Vanvard	VANPN
eisini	DN
inni	DN
í	ED
myndini	SFSDA
.	.

Hans	SMSNP
Biskupstø	SXP
hevur	VNPS3
vónir	SFPA
um	EA
,	,
at	C
Landsverkfrøðingurin	SMSNA
í	ED
størri	ACSMSA
mun	SMSA
enn	DN
hetta	PDNSA
sleppur	VNPS3
at	CI
vera	VI
við	EN
í	ED
arbeiðinum	SNSDA
.	.

Heinesen	SXP
hevur	VNPS3
fyrr	DCN
sagt	VA
við	EA
Sosialin	SMSAA
,	,
at	C
tað	PNSN
eftir	ED
hansara	PMSG
sannføring	SFSD
er	VNPS3
Landsverkfrøðingurin	SMSNA
,	,
ið	CR
hevur	VNPS3
serkunnleikan	SMSAA
at	CI
gera	VI
tunlar	SMPA
í	ED
Føroyum	SFPDL
,	,
og	C
tískil	DN
heldur	VNPS3
hann	PMSN
tað	PNSA
vera	VI
upplagt	VANSN
,	,
at	C
Landsverkfrøðingurin	SMSNA
skal	VNPS3
standa	VI
fyri	ED
arbeiðinum	SNSDA
.	.

Í	EA
dag	SMSA
verður	VNPS3
navn	SNSN
hansara	PMSG
serstakliga	DN
knýtt	VANSN
at	ED
føroyska	APWNSD
oljufelagnum	SNSDA
Føroya	SFPGL
Kolvetni	SNSD
,	,
har	DN
hann	PMSN
í	EA
dag	SMSA
er	VNPS3
nevndarformaður	SMSN
.	.

Graham	SMSNP
Stewart	SXP
hevur	VNPS3
verið	VA
í	ED
nevndini	SFSDA
í	ED
Føroya	SFPGL
Kolvetni	SNSD
síðani	DN
felagið	SNSNA
varð	VNAS3
stovnað	VANSN
.	.

kr.	T
Eitt	DN
new	F
zealendskt	APSNSN
felag	SNSN
vildi	VNAS3
vera	VI
við	EN
og	C
kundi	VNAS3
keypa	VI
sær	PNSD
5	NC
%	%
av	ED
lisensinum	SNSDA
,	,
men	C
mátti	VNAS3
betala	VI
10	NC
%	%
fyri	EN
at	CI
fáa	VI
tann	PDMSA
partin	SMSAA
.	.

Hetta	PDNSA
sigi	VNPS1
eg	P1SN
sum	CR
ein	PIMSN
royndur	APSMSN
oljumaður	SMSN
,	,
ið	CR
hevur	VNPS3
verið	VA
í	ED
vinnuni	SFSDA
í	ED
umleið	DN
15	NC
ár	SNPA
.	.

Eru	VNPP3
slíkir	APSMPN
pengar	SMPA
til	DN
í	ED
Føroyum	SFPDL
spyr	VNPS3
Graham	SMSNP
!	!

-	-
Av	ED
tí	C
at	C
útlendingar	SMPN
vilja	VNPP3
seta	VI
pengar	SMPA
í	EA
,	,
so	DN
hava	VNPP3
føroyingar	SMPN
,	,
sum	CR
gera	VNPP3
íløgur	SFPA
,	,
møguleika	SMSA
at	CI
sleppa	VI
burtur	DN
úr	ED
aftur	DN
.	.

Graham	SMSNP
Stewart	SXP
vísir	VNPS3
á	EA
,	,
at	C
tað	PNSN
er	VNPS3
avmarkað	VANSN
,	,
hvussu	DN
mong	APSNPN
hol	SNPN
verða	VNPP3
borað	VANPN
í	ED
Føroyum	SFPDL
,	,
kanska	DN
5	NC
-	-
7	NC
ella	C
10	NC
ella	C
meira	DCN
.	.

-	-
Eg	P1SN
haldi	VNPS1
sjálvur	APSMSN
,	,
at	C
tað	PNSN
er	VNPS3
meira	DCN
skilagott	APSNSN
at	CI
brúka	VI
nakað	PINSA
,	,
sum	CR
hevur	VNPS3
virkað	VA
væl	DN
enn	DN
at	CI
byrja	VI
uppá	EA
nakað	PINSA
nýtt	APSNSA
við	ED
hægri	ACSMSD
váða	SMSD
.	.

Bretska	APWNSN
oljufelagið	SNSNA
Dana	F
,	,
har	DN
Graham	SMSNP
er	VNPS3
fíggjarstjóri	SMSN
,	,
hjálpir	VNPS3
Føroya	SFPGL
Kolvetni	SNSD
við	EN
at	CI
koma	VI
í	EA
gongd	SFSA
.	.

Um	EA
tíggju	NC
ella	C
tólvtúsund	NC
fólk	SNPN
vóru	VNAP3
savnaði	VNAS3
á	ED
Vaglinum	SNSDL
á	ED
midnátt	SFSD
ólavsøkukvøld	SNSA
.	.

Nakrir	PIMPN
av	ED
sangarunum	SMPDA
í	ED
Havnakórinum	SNPD
hittust	VEAP3
tilvildarliga	DN
í	ED
býnum	SMSDA
og	C
tóku	VNAP3
á	EN
at	CI
syngja	VI
.	.

Á	ED
heimasíðuni	SFSDA
hjá	ED
Sláið	VMP
Ring	SMSA
skrivar	VNPS3
Eyðun	SMSNP
Andreasen	SXP
,	,
fólkalívsfrøðingur	SMSN
soleiðis	DN
:	:

Hetta	PDNSN
komst	VEAS3
helst	DSN
av	ED
,	,
at	C
sangløtan	SFSNA
endaði	VNAS3
við	ED
einum	PINSD
løttum	APSNSD
kvæði	SNSD
,	,
men	C
møguliga	DN
eisini	DN
tí	DN
,	,
at	C
fólk	SNPN
duga	VNPP3
Ormin	SMSAA
Langa	APSMSA
,	,
eitt	PINSA
nú	DN
frá	ED
útgávuni	SFSDA
hjá	ED
Týr	SMSD
,	,
siga	VNPP3
tey	PNPN
,	,
ið	CR
hava	VNPP3
skil	SNSA
fyri	ED
føroyskum	APSMSD
dansi	SMSD
.	.

Tá	DN
vóru	VNAP3
fólk	SNPN
,	,
sum	CR
sóu	VNAP3
,	,
at	C
varð	VNAS3
ikki	DN
okkurt	PINSN
munagott	APSNSN
gjørt	VA
fyri	EN
at	CI
føroyski	APWMSN
dansurin	SMSNA
ikki	DN
skuldi	VNAS3
doyggja	VI
út	DN
,	,
so	DN
varð	VNAS3
honum	PMSD
neyvan	DN
lív	SNSN
lagað	VANSN
.	.

-	-
Vónandi	DN
verður	VNPS3
tað	PNSN
ongantíð	DN
mín	P1SN
lutur	SMSN
at	CI
fordøma	VI
,	,
og	C
fordømingarnar	SFPNA
hjá	ED
Jenisi	SMSDP
í	ED
útvarpinum	SNSDA
sunnudagin	SMSAA
eru	VNPP3
púra	DN
burturvið	DN
,	,
sigur	VNPS3
formaður	SMSN
Sambandsfloksins	SMSGA
í	ED
sambandi	SNSD
við	EA
luttøkuna	SFSAA
hjá	ED
løgmanni	SMSD
á	ED
tiltaki	SNSD
hjá	ED
teimum	PDNPD
samkyndu	APSNPD
á	ED
ólavsøku	SFSD

Sum	C
floksformaður	SMSN
er	VNPS3
tað	PNSA
ikki	DN
óhugsandi	VP
,	,
at	CI
Føroya	SFPGL
løgmaður	SMSN
einaferð	DN
kemur	VNPS3
at	CI
eita	VNPS3
Kaj	SMSNP
Leo	SMSNP
Johannesen	SXP
.	.

Hann	PMSN
sigur	VNPS3
,	,
at	C
hann	PMSN
roynir	VNPS3
at	CI
síggja	VI
umboðanina	SFSAA
hjá	ED
løgmanni	SMSD
sum	C
persónliga	DN
,	,
men	C
faktum	F
er	VNPS3
,	,
at	C
hann	PMSN
sum	C
løgmaður	SMSN
umboðar	VNPS3
eina	PIFSA
samgongu	SFSA
,	,
og	C
her	DN
íkemur	VNPS3
ein	PIMSN
vandi	SMSN
.	.

Ein	PIMSN
maður	SMSN
datt	VNAS3
av	ED
einum	PINSD
prutli	SNSD
og	C
kom	VNAS3
fyri	EA
ein	PIMSA
bil	SMSA
.	.

Borgarastjórar	SMPN
skulu	VNPP3
veljast	VE
beinleiðis	DN

-	-
Valið	SNSAA
til	EA
býráð	SNSA
og	C
borgarstjóra	SMSA
skulu	VNPP3
vera	VI
sama	APSMSA
dag	SMSA
.	.

Verður	VNPS3
borgarastjórasessurin	SMSNA
gjørdur	VAMSN
til	EA
beinleiðis	DN
val	SNSA
,	,
fær	VNPS3
fólkið	SNSNA
tann	PDMSA
persón	SMSA
,	,
tey	PNPN
ynskja	VNPP3
í	EA
borgarstjórasessin	SMSAA
,	,
og	C
tað	PNSN
má	VNPS3
verða	VI
betur	DCN
enn	DN
at	C
tilvildin	SFSNA
skal	VNPS3
ráða	VI
,	,
heldur	VNPS3
Heðin	SMSNP
Mortensen	SXP

Meðan	C
flestu	ASSMPN
býráðslimir	SMPN
hava	VNPP3
eitt	PINSA
borgarligt	APSNSA
starv	SNSA
við	EA
síðurnar	SFPNA
av	EN
,	,
er	VNPS3
borgarstjórin	SMSNA
fast	DN
knýttur	VAMSN
at	ED
býráðnum	SNSDA
.	.

So	DN
til	EA
ta	PDFSA
tíð	SFSA
skulu	VNPP3
nýggju	APWNPN
hølini	SNPNA
hjá	ED
Kiosk	SFSN
Vár	SNSN
helst	DSN
verða	VNPP3
liðug	APSNPN
.	.

-	-
Men	C
vit	P1PN
selja	VNPP1
bara	DN
,	,
um	C
vit	P1PN
fáa	VNPP1
eitt	PINSA
gott	APSNSA
tilboð	SNSA
,	,
tí	C
handilin	SMSAA
í	ED
Klaksvík	SFSDL
er	VNPS3
sera	DN
spennandi	AI
,	,
sigur	VNPS3
hon	PFSN
.	.

legði	VNAS3
at	EN
í	ED
djúphavnini	SFSDA
sunnukvøldið	SNSAA
.	.

Annars	DN
er	VNPS3
eftir	EN
at	CI
asfaltera	VI
havnalagið	SNSAA
og	C
at	CI
gera	VI
ymiskt	APSNSA
annað	PINSA
.	.

-	-
So	DN
fáa	VNPP1
vit	P1PN
at	CI
síggja	VI
,	,
hvat	PNSN
verður	VNPS3
burturúr	DN
,	,
sigur	VNPS3
hann	PMSN
.	.

GPRS	T
hevur	VNPS3
virkað	VA
í	ED
okkara	P1PG
grannalondum	SNPD
í	EA
eina	PIFSA
tíð	SFSA
,	,
men	C
EDGE	T
er	VNPS3
ein	PIFSN
heilt	DN
nýggj	APSFSN
víðarimenning	SFSN
,	,
sum	CR
enn	DN
bert	DN
er	VNPS3
roynd	VAFSN
í	ED
nøkrum	PINSD
heilt	DN
fáum	APSNPD
londum	SNPD
.	.

Harafturat	DN
fer	VNPS3
EDGE	T
at	CI
hækka	VI
ferðina	SFSAA
á	ED
flestu	ASSNPD
stóru	APWNPD
plássunum	SNPDA
í	ED
landinum	SNSDA
.	.

Hetta	PDNSN
er	VNPS3
ein	PIFSN
fløga	SFSN
sum	C
nógv	APSNSN
arbeiði	SNSN
er	VNPS3
lagt	VANSN
í	EN
,	,
og	C
sum	C
teir	PMPN
eru	VNPP3
sera	DN
væl	DN
nøgdir	APSMPN
við	EN
.	.

Gittarleikarin	SMSNA
Torfinnur	SMSNP
og	C
sangarin	SMSNA
Ólavur	SMSNP
,	,
settu	VNAP3
seg	PMPA
saman	DN
at	CI
arbeiða	VI
við	ED
nýggjum	APSNPD
løgum	SNPD
,	,
og	C
royndu	VNAP3
at	CI
taka	VI
støði	SNSA
í	ED
tí	PDMSD
tónleiki	SMSD
,	,
sum	CR
teir	PMPN
arbeiddu	VNAP3
við	EN
áðrenn	C
Prix	F
Føroyar	SFPNL
.	.

Fløgan	SFSNA
verður	VNPS3
á	ED
fýra	NCNPD
málum	SNPD
:	:
føroyskum	APSNSD
,	,
íslendskum	APSNSD
,	,
svenskum	APSNSD
og	C
enskum	APSNSD
.	.

Eimskip	SNPN
í	ED
Føroyum	SFPDL
riggar	VNPS3
av	EN
eftir	EA
samanleggingina	SFSAA
við	EA
Skipafelagið	SNSAA
Føroyar	SFPNL
,	,
og	C
her	DN
verður	VNPS3
skeltið	SNSNA
á	ED
nýggja	APWMSD
bygninginum	SMSDA
hjá	ED
Eimskip	SNPN
á	ED
Skansabryggjuni	SFSDA
tikið	VA
niður	DN

-	-
Eg	P1SN
rokni	VNPP1
ikki	DN
við	ED
,	,
at	C
kundin	SMSNA
fer	VNPS3
at	CI
líða	VI
undir	ED
hesi	PDFSD
samanleggingini	SFSDA
,	,
og	C
tað	PNSN
má	VNPS3
fyri	EA
alt	DN
í	ED
verðini	SFSDA
ikki	DN
henda	VI
.	.

Hann	PMSN
leggur	VNPS3
tó	DN
afturat	DN
,	,
at	C
flutningsvinnan	SFSNA
mangan	DN
er	VNPS3
turbulent	APSFSN
og	C
dynamisk	APSFSN
,	,
og	C
tí	C
kann	VNPS3
tað	PNSN
vera	VI
torført	APSNSN
at	CI
siga	VI
nakað	PINSA
nágreiniligt	APSNSA
um	EA
framtíðarútlitini	SNPAA
.	.

Málið	SNSNA
er	VNPS3
40.000	NC
tons	SNPN

Fiskurin	SMSNA
verður	VNPS3
fyrst	DSN
støddarskildur	VAMSN
og	C
síðani	DN
pakkaður	VAMSN
í	EA
20	NC
kilo	SNPA
eskjur	SFPA
.	.

Tryggja	VI
tunnilsloft	SNSA

Fólk	SNPN
hjá	ED
Føroya	SFPGL
Tele	F
og	C
SEV	T
nýta	VNPP3
høvið	SNSAA
,	,
nu	DN
tunnilin	SMSNA
kortini	DN
er	VNPS3
stongdur	VAMSN
fyri	ED
ferðslu	SFSD
,	,
at	CI
leggja	VI
nýggjar	APSMPA
kaðalar	SMPA
gjøgnum	EA
tunnilin	SMSAA
.	.

Torbjørn	SMSNP
Jacobsen	SXP
fer	VNPS3
mikudagin	SMSAA
at	CI
spyrja	VI
løgmann	SMSA
,	,
Jóannes	SMSAP
Eidesgaard	SXP
,	,
hvussu	DN
tað	PNSN
ber	VNPS3
til	EN
,	,
at	C
mannagongdirnar	SFPNA
viðvíkjandi	ED
landsstýrisfundum	SMPD
eru	VNPP3
broyttar	VAFPN
.	.

Tær	PFPN
hava	VNPP3
arbeitt	VA
saman	DN
fyrr	DCN
,	,
við	ED
skúlaprojektum	SNPD
hjá	ED
hvørji	PIFSD
aðrari	PIFSD
,	,
og	C
kennast	VEPP3
væl	DN
.	.

Tær	PFPN
halda	VNPP3
báðar	PIFPN
,	,
at	C
tað	PNSN
verður	VNPS3
alt	DN
ov	DN
lítið	APSNSN
gjørt	VA
við	EA
at	CI
geva	VI
post	F
-	-
tannáringunum	SMPDA
,	,
t.v.s.	T
teimum	PMPD
,	,
sum	CR
eru	VNPP3
í	ED
aldrinum	SMSDA
20	NC
-	-
25	NC
ár	SNPN
,	,
íblástur	SMSA
og	C
nýggj	APSNPA
hugskot	SNPA
.	.

Á	EA
hendan	PDMSA
hátt	SMSA
hava	VNPP1
vit	P1PN
,	,
sum	C
listakvinnur	SFPN
,	,
tamarhald	SNSA
á	ED
hvat	PNSA
vit	P1PN
vilja	VNPP1
leggja	VI
høvuðsdentin	SMSAA
á	EN
,	,
siga	VNPP3
tær	PFPN
.	.

Hetta	PDNSN
verður	VNPS3
ein	PIMSN
dokumentarfilmur	SMSN
,	,
einar	NCMPA
20	NC
minuttir	SMPA
til	EA
longdar	SFSG
,	,
og	C
hann	PMSN
fer	VNPS3
at	CI
vísa	VI
áhugaðum	APSNPD
,	,
hvussu	DN
ein	PIFSN
øðrvísi	DN
listaframsýning	SFSN
verður	VNPS3
til	EN
frá	ED
byrjan	SFSD
til	EA
enda	SMSA
.	.

Síðani	DN
hvat	PNSN
var	VNAS3
realistiskt	APSNSN
og	C
hvat	PNSA
tær	PFPN
kundu	VNAP3
skaffa	VI
pening	SMSA
til	EN
.	.

Sambært	ED
heimasíðuni	SFSDA
hjá	ED
Norðoyatunlinum	SMSDA
vórðu	VNAP3
138	NC
metrar	SMPN
boraðir	VAMPN
í	ED
síðstu	ASSFSD
viku	SFSD
.	.

Samfelagsfrøðingurin	SMSNA
hevur	VNPS3
ikki	DN
áður	DN
hugsað	VA
um	EA
møguleikan	SMSAA
,	,
ið	CR
Heðin	SMSNP
Mortensen	SXP
skýtur	VNPS3
upp	DN
við	ED
beinleiðis	DD
vali	SNSD
,	,
men	C
hann	PMSN
heldur	VNPS3
kortini	DN
gleðiligt	APSNSN
at	CI
fáa	VI
eitt	PINSA
kjak	SNSA
í	EA
lag	SNSA
um	C
valskipanina	SFSAA
.	.

-	-
Sodavatn	SNSN
er	VNPS3
ein	PIFSN
av	ED
teimum	PDFPD
fáu	APWFPD
vørunum	SFPDA
,	,
sum	C
tað	PNSN
ber	VNPS3
til	EN
at	CI
framleiða	VI
í	ED
Føroyum	SFPDL
.	.

Men	C
allar	APWFPN
hesar	PDFPN
innfluttu	APWFPN
sukurvørurnar	SFPNA
koma	VNPP3
als	DN
ikki	DN
at	CI
vera	VI
merktar	VAFPN
av	ED
hesum	PDNSD
.	.

Hví	DN
verða	VNPP3
avgjøldini	SNPNA
ikki	DN
løgd	VANPN
har	DN
ístaðin	DN
,	,
so	DN
tey	PNPN
ikki	DN
skaða	VI
føroysku	APWFSA
vinnuna	SFSAA
,	,
spyr	VNPS3
Einar	SMSNP
Waag	SXP
.	.

Tá	C
tað	PNSN
er	VNPS3
lagt	VANSN
afturat	DD
vanliga	APWMSD
prísinum	SMSDA
,	,
skal	VNPS3
mvg	T
og	C
vinningur	SMSN
eisini	DN
omaná	DN
aftur	DN
.	.

Samskip	SNPN
tekur	VNPS3
nú	DN
rættiliga	DN
kappingina	SFSAA
upp	DN
við	EA
Smyril	SMSN
Line	F
og	C
Eimskip	SNPN
/	/
Skipafelagið	SNSNA
um	EA
farmaflutningin	SMSAA
til	EA
og	C
úr	ED
Føroyum	SFPDL

-	-
Ætlanin	SFSNA
er	VNPS3
at	CI
betra	VI
um	EA
flutningsmøguleikarnar	SMPAA
hjá	ED
føroyingum	SMPD
,	,
greiðir	VNPS3
Joel	SMSNP
undir	ED
Leitinum	SNSDAL
frá	EN
.	.

Við	ED
egnu	APWNPD
skipum	SNPD
verður	VNPS3
siglt	VA
inn	DN
í	EA
Eystrasalt	SNSAL
,	,
eitt	PINSA
nú	DN
til	EG
Russlands	SNSGL
,	,
og	C
eisini	DN
verður	VNPS3
við	ED
undirveitarum	SMSD
siglt	VA
til	EA
eitt	PINSA
nú	DN
Fjareystur	SNSAL
.	.

Sambært	ED
fíggjarlógaruppskotinum	SNSDA
hjá	ED
landsstýrinum	SNSDA
eru	VNPP3
ætlanir	SFPN
um	EA
at	CI
leggja	VI
avgjald	SNSA
á	EA
bæði	PINPA
sodavatn	SNSA
og	C
tubbak	SNSA
.	.

Fuglakrím	SNSN
kann	VNPS3
smitta	VI
ímillum	EA
fólk	SNPA

Hann	PMSN
vísti	VNAS3
á	EA
,	,
at	C
onnur	PINPN
lond	SNPN
hava	VNPP3
roynt	VA
at	CI
basa	VI
sjúkuni	SFSDA
tey	PDNPA
seinastu	ASWNPA
tíggju	NC
árini	SNPA
uttan	EA
úrslit	SNSA
.	.

Eisini	DN
kom	VNAS3
fram	DN
,	,
at	C
leiðslan	SFSNA
í	ED
Vinstraflokkinum	SMSDA
bað	VNAS3
um	EA
at	CI
verða	VI
boðin	VAFSN
á	EA
floksráðstevnur	SFPA
í	ED
Ungarn	SNSDL
,	,
Eysturtýsklandi	SNSDL
,	,
Rumenia	SNSDL
og	C
Sovjetsamveldinum	SNSDL
,	,
og	C
at	C
hon	PFSN
fekk	VNAS3
innbjóðing	SFSA
hvørja	PFSA
ferå	SFSA
.	.

Tey	PNPN
greiddu	VNAP3
frá	ED
,	,
at	C
tey	PNPN
vóru	VNAP3
á	ED
veg	SMSD
norður	DN
á	EA
Kósina	SFSAA
at	CI
vita	VI
,	,
um	C
tey	PNPN
ikki	DN
fóru	VNAP3
at	CI
finna	VI
onkrar	PIFPA
ommur	SFPA
,	,
sum	CR
vóru	VNAP3
til	EG
arbeiðis	SNSG
.	.

Keypið	VMP
sloyfur	SFSA

Hesar	PDFPN
kvinnur	SFPN
veita	VNPP3
stuðul	SMSA
,	,
vegleiðing	SFSA
og	C
ráð	SNSA
til	EA
aðrar	PIFPA
kvinnur	SFPA
,	,
ið	CR
eru	VNPP3
ella	C
skulu	VNPP3
skurðviðgerast	VE
fyri	EA
krabbamein	SNSA
í	ED
brósti	SNSD
.	.

Har	DN
hava	VNPP3
19	NC
prosent	SNPN
verið	VA
.	.

Í	ED
niðurstøðuni	SFSDA
,	,
eftir	EN
at	C
kanningin	SFSNA
er	VNPS3
gjørd	VAFSN
,	,
siga	VNPP3
tey	PNPN
á	ED
Ferðaráðnum	SNSDA
,	,
at	C
tað	PNSN
tykist	VEPS3
sum	C
føroyingar	SMPN
meira	DCN
og	C
meira	DCN
eru	VNPP3
farnir	VAMPN
at	CI
meta	VI
tað	PNSA
at	CI
ferðast	VI
í	ED
egnum	APSNSD
landi	SNSD
sum	C
ferðavinnu	SFSA
.	.

Meðan	C
hann	PMSN
og	C
nakrir	PIMPN
vinmenn	SMPN
spældu	VNAP3
í	ED
einari	PIFSD
gamlari	APSFSD
húsagrund	SFSD
,	,
datt	VNAS3
hann	PMSN
brádliga	DN
út	DN
av	EN
og	C
lendi	VNAS3
í	ED
sjónum	SMSDA
einar	PIMPA
seks	NC
metrar	SMPA
niðriundir	DN
.	.

Hetta	PDNSN
eru	VNPP3
jú	DN
børn	SNPN
,	,
sum	CR
vit	P1PN
tosa	VNPP1
um	EN
,	,
og	C
tey	PNPN
uppfata	VNPP3
uttan	EA
iva	SMSA
eina	PIFSA
slíka	APSFSA
støðu	SFSA
á	EA
hvør	PINPA
sín	PNPA
hátt	SMSA
,	,
heldur	VNPS3
Barbara	SFSNP
fyri	EN
.	.

Barbara	SFSNP
arbeiðir	VNPS3
á	ED
Tjaldursapotekinum	SNSDA
,	,
og	C
hon	PFSN
var	VNAS3
ikki	DN
komin	VAFSN
út	DN
um	EA
Havnina	SFSAAL
,	,
tá	C
hon	PFSN
fekk	VNAS3
boðini	SNPAA
.	.

-	-
Tá	C
man	PINSN
hugsar	VNPS3
um	EA
alt	PINSA
,	,
sum	CR
kundi	VNAS3
havt	VA
hent	VA
,	,
so	DN
kunnu	VNPP1
vit	P1PN
ikki	DN
siga	VI
annað	PINSA
enn	DN
,	,
at	C
hann	PMSN
var	VNAS3
ótrúliga	DN
heppin	APSMSN
,	,
sigur	VNPS3
Barbara	SFSNP
.	.

Talan	SFSN
var	VNAS3
um	EA
eitt	PINSA
hendiligt	APSNSA
óhapp	SNSA
hendan	PDMSA
dagin	SMSAA
.	.

Postverk	SNSN
Føroya	SFPGL

Men	C
satt	DN
at	CI
siga	VI
fekk	VNAS1
eg	P1SN
ein	PIMSA
skelk	SMSA
,	,
tá	C
ið	C
las	VNAS3
Sosialin	SMSAA
,	,
28	NOMSA
.	.

Fullkomiliga	DN
óveruligt	APSNSN

Minan	SFSNA
var	VNAS3
illa	DN
farin	VAFSN
og	C
lá	VNAS3
á	ED
bátadekkinum	SNSDA
,	,
visti	VNAS3
heimasíðan	SFSNA
hjá	ED
Suðurrás	SFSD
-	-
www.sudurras.fo	X
-	-
at	CI
siga	VI
hósdagin	SMSAA
.	.

Leygarkvøldið	SNSAA
var	VNAS3
dansur	SMSN
og	C
nógv	APSNPN
fólk	SNPN
í	ED
Royn	VMS
-	-
høllini	SFSDA
í	ED
Hvalba	SFSNL
.	.

Tað	PNSN
vísir	VNPS3
seg	PNSA
,	,
at	C
hetta	PDNSN
er	VNPS3
ein	PIMSN
afturvendandi	VP
trupulleiki	SMSN
í	ED
oynni	SFSDA
.	.

Eingin	PIMSN
spældi	VNAS3
upp	DN
á	EA
trummusettið	SNSAA
.	.

Hinvegin	DN
varð	VNAS3
røtt	VA
um	EA
gerandisspurningar	SMPA
sum	C
eldraøkið	SNSAA
,	,
barnagarðar	SMPA
,	,
orku	SFSA
og	C
musikkskúlan	SMSAA
.	.

Hýrurin	SMSNA
í	ED
Filadelfia	SXL
sunnukvøldið	SNSAA
var	VNAS3
bæði	DN
lættur	APSMSN
og	C
stuttligur	APSMSN
.	.

Hóast	C
fyrireikararnir	SMPNA
løgdu	VNAP3
nógv	DN
fyri	EN
at	CI
hava	VI
ein	PIMSA
lættan	APSMSA
stemning	SMSA
á	ED
fundinum	SMSDA
,	,
so	DN
dróg	VNAS3
fundurin	SMSNA
kortini	DN
út	DN
og	C
áhoyrararnir	SMPNA
møddust	VEAP3
.	.

Á	ED
samkomuni	SFSDA
,	,
sum	CR
hildin	VAMSN
varð	VNAS3
í	ED
hangarinum	SMSDA
leygardagin	SMSAA
,	,
heiðraði	VNAS3
Uni	SMSNP
Danielsen	SXP
,	,
stjóri	SMSN
á	ED
Flogfelg	SNSD
Føroya	SFPGL
,	,
sum	CR
í	EA
fleiri	DCN
enn	DN
30	NC
ár	SNPA
var	VNAS3
aðalumboð	SNSN
hjá	ED
Maersk	F
Air	F
í	ED
Føroyum	SFPDL
og	C
øll	APWNPA
árini	SNPAA
,	,
til	EA
Maersk	F
Air	F
gavst	VEAS3
at	CI
flúgva	VI
,	,
hevur	VNPS3
avgreitt	VA
flogførini	SNPAA
hjá	ED
felagnum	SNSDA
í	ED
Føroyum	SFPDL
,	,
gamla	APWMSA
skiparan	SMSAA
hjá	ED
Maersk	F
Air	F
,	,
sum	CR
nú	DN
leggur	VNPS3
frá	ED
sær	PMSD
fyri	EA
aldur	SMSA
.	.

Suðuroyar	SFSGL
Gospelfestivalur	SMSN
stóð	VNAS3
á	ED
breddanum	SMSDA
í	ED
Suðuroynni	SFSDAL
um	EA
vikuskiftið	SNSAA
og	C
tiltakið	SNSNA
eydnaðist	VEAS3
væl	DN
.	.

-	-
Hóast	C
hetta	PDNSA
,	,
so	DN
eydnaðist	VNAS3
tiltakið	SNSNA
sera	DN
væl	DN
.	.

Tað	PNSN
ásannaði	VNAS3
Finn	SMSNP
Øelund	SXP
,	,
tá	C
hann	PMSN
á	ED
tíðindafundi	SMSD
í	ED
Vágum	SFPDL
leygardagin	SMSAA
fekk	VNAS3
spurningin	SMSAA
.	.

-	-
Hetta	PDNSN
líkist	VEPS3
einum	PINSD
kvetti	SNSD
og	C
eg	P1SN
skilji	VNPS1
ikki	DN
,	,
hví	DN
alt	APWNSN
arbeiðið	SNSNA
verður	VNPS3
gjørt	VANSN
í	ED
tí	PDNSD
dulda	APSNSD
,	,
heldur	VNPS3
Henrik	SMSNP
Old	SXP
,	,
formaður	SMSN
í	ED
vinnunevndini	SFSDA
hjá	ED
løgtinginum	SNSDA
.	.

Tað	PNSN
er	VNPS3
Framtaksgrunnurin	SMSNA
sum	CR
eigur	VNPS3
báðar	PIFPA
fyritøkurnar	SFPAA
,	,
men	C
formaðurin	SMSNA
í	ED
vinnunevndini	SFSDA
skilir	VNPS3
ikki	DA
framferðina	SFSAA
.	.

Tað	PNSN
kann	VNPS3
bara	DN
merkja	VI
,	,
at	C
Fiskavirking	SFSN
hevur	VNPS3
fingið	VA
Fiskasøluna	SFSAA
fyri	EA
einki	PINSA
frá	ED
Framtaksgrunninum	SMSDA
.	.

Nú	DN
hevur	VNPS3
so	DN
Fiskavirking	SFSN
eisini	DN
fingið	VA
hesi	PDNPA
bæði	PINPA
virkini	SNPAA
undir	EA
hond	SFSA
,	,
er	VNPS3
tað	PNSN
eitt	PINSN
stórt	APSNSN
bakkast	SNSN
fyri	EA
kappingina	SFSAA
um	EA
fiskin	SMSAA
.	.

Og	C
nú	DN
Fiskavirking	SFSN
hevur	VNPS3
stórt	APSNSA
saltfiskavirki	SNPA
á	ED
Toftum	SFPDL
,	,
gevi	VNPS1
eg	P1SN
ikki	DN
virkinum	SNSDA
í	ED
Vági	SMSDL
stórar	APSMPA
møguleikar	SMPA
og	C
tað	PNSN
sama	DN
við	ED
virkinum	SNSDA
í	ED
Hvalba	SFSNL
,	,
tí	C
Fiskavirking	SFSN
hevur	VNPS3
fleiri	ACSNPA
feskfiskavirki	SNPA
frammanundan	DN
.	.

At	C
tað	PNSN
ikki	DN
hevur	VNPS3
verið	VA
gjørt	VA
fyrr	DCN
,	,
fái	VNPS1
eg	P1SN
bara	DN
til	EN
,	,
at	C
tey	PDNPN
bæði	PINPN
feløgini	SNPNA
,	,
sum	CR
fyrr	DCN
hava	VNPP3
flogið	VA
her	DN
,	,
hava	VNPP3
gjørt	VA
av	EN
sínámillum	DN
,	,
at	C
soleiðis	DN
skuldi	VNAS3
tað	PNSN
vera	VI
.	.

So	DN
einfalt	APSNSN
er	VNPS3
tað	PNSN
.	.

Bakaríið	SNSNA
