-	KO
mánadagin	SMSAA
fyri	DG
góðari	APSFSD
viku	SFSD
síðani	DN
kostaði	VNAS3
13	NO
dollarar	SMPA
eftir	DG
heilt	DN
fáum	APSMPD
døgum	SMPD
var	VNAS3
hækkað	VANSN
til	DG
18	NO
dollarar	SMPA
fyri	DG
eintakið	SNSD
.	KE

Umframt	DG
hetta	PDNSA
vera	VI
umleið	DN
70	NP
prosent	SNPN
av	DG
øllum	PBFPD
farteldum	SFPD
eisini	DN
savnaðar	VANPN
í	DG
Taiwan	SNSDP
.	KE

Fyri	DG
nøkrum	PBMPD
mánaðum	SMPD
síðani	DN
kom	VNAS3
fram	DN
,	KC
at	C
SEV	TS
hevði	VNAS3
fingið	VANSN
durafjórðingin	SMSAA
frá	DG
stóra	APWMSD
danska	APWMSD
vindmylluframleiðaranum	SMSDA
NEG	TS
Micon	F
.	KE

Trupulleikar	SMPN
í	DG
Amerika	SNSDP

NEG	TS
Micon	F
er	VNPS3
ein	PBFSN
samansett	VAFSN
fyritøka	SFSN
,	KC
av	DG
tveimum	NCFPD
stórumdonskum	X
myllufyritøkum	SFPD
.	KE

Felagið	SNSNA
sigur	VNPS3
í	DG
skrivi	SNSD
,	KC
at	C
tað	PPNSN
eru	VNPP3
lønarviðurskiftini	SNPNA
,	KC
sum	CR
eru	VNPP3
orsøkin	SFSNA
til	DG
hesa	PDFSA
avgerð	SFSA
.	KE

Við	DN
at	CI
økja	VI
játtanina	SFSAA
til	DG
fólkaskúlan	SMSAA
,	KC
kann	VNPS3
løgtingið	SNSNA
loysa	VI
málið	SNSAA
sigur	VNPS3
Føroya	SFPGP
Lærarafelag	SNSN
.	KE

-	KO
Allarhelst	DSN
verður	VNPS3
túrurin	SMSNA
á	DG
Vág	SMSAP
mikudag	SMSA
,	KC
men	C
tað	PPNSN
er	VNPS3
ikki	DN
endaliga	DN
avgjørt	VANSN
enn	DN
.	KE

Hergeir	SMSNP
Nielsen	SXP
sigur	VNPS3
,	KC
at	C
hann	PPMSN
umrøddi	VNAS3
eisini	DN
ta	PDFSA
óhepnu	APWFSA
støðu	SFSA
,	KC
sum	CR
mangan	DN
tók	VNAS3
seg	PPFSA
upp	DN
um	DG
morgnarnar	SMPAA
,	KC
at	C
tá	C
ið	C
Smyril	SMSN
kom	VNAS3
á	DG
Havnina	SFSAAP
,	KC
slapp	VNAS3
ikki	DN
at	DG
bryggju	SFSD
beinanvegin	DN
,	KC
men	C
mátti	VNAS3
liggja	VI
í	DG
Nólsoyarfirði	SMSDP
og	C
bíða	VI
.	KE

-	KO
Vinna	VNPP3
vit	PP1PN
ikki	DN
móti	DG
ÍF	TS
á	DG
heimavølli	SMSD
,	KC
so	DN
eru	VNPP1
vit	PP1PN
ikki	DN
verdugir	APSMPN
at	CI
vinna	VI
FM	TS
.	KE

Jan	SMSNP
Allan	SMSNP
Müller	SXP
hevur	VNPS3
vant	VANSN
millum	DG
lítið	APSNSA
og	C
einki	PBNSA
saman	DN
við	DG
hinum	PDMPD
,	KC
síðani	DN
hann	PPMSN
kom	VNAS3
til	DG
Klaksvíkar	SFSGP
,	KC
men	C
hann	PPMSN
hevur	VNPS3
spælt	VANSN
hvørja	PQFSA
ferð	SFSA
,	KC
sjálvt	DN
um	C
tað	PPNSN
hevur	VNPS3
verið	VANSN
týðuligt	APSNSN
,	KC
at	C
skaðin	SMSNA
í	DG
búkvøddunum	SMPDA
hevur	VNPS3
darvað	VANSN
.	KE

Símun	SMSNP
Eliasen	SXP
var	VNAS3
í	DG
Fuglafirði	SMSDP
og	C
hjálpti	VNAS3
til	DN
síðsta	ASWMSA
sunnudag	SMSA
.	KE

Tað	PPNSN
er	VNPS3
Kongaliga	APWNSN
Kapellið	SNSNA
,	KC
sum	CR
eigur	VNPS3
hesa	PDFSA
violinina	SFSAA
.	KE

Danski	APWMSN
strúkarin	SMSNA
hevði	VNAS3
ikki	DN
hug	SMSA
at	CI
spæla	VI
sjálvur	PIMSN
,	KC
men	C
hann	PPMSN
hevði	VNAS3
einki	PBNSA
ímóti	DG
,	KC
at	C
violinin	SFSNA
hjá	DG
honum	PPMSD
varð	VNAS3
handað	VAFSN
millum	DG
fólkini	SNPAA
,	KC
bæði	DN
leik	APSNPA
og	C
lærd	APSNPA
.	KE

Andras	SMSNP
L	X
.	KE

Gundadalshøllin	SFSNA
í	DG
Havn	SFSDP
verður	VNPS3
í	DG
dag	SMSA
karmur	SMSN
um	DG
stóra	APWMSA
føðingardagin	SMSAA
hjá	DG
dagrøktini	SFSDA

Undan	DG
henni	PPFSD
hava	VNPP3
Annika	SFSNP
Nielsen	SXP
og	C
Ingrid	SFSNP
Midjord	SXP
verið	VANSN
leiðarar	SMPA
,	KC
ávikavist	DN
í	DG
10	NO
og	C
12	NO
ár	SNPA
.	KE

Sambært	DG
álitinum	SNSDA
um	DG
barnaansingina	SFSAA
í	DG
Tórshavnar	SFSGP
kommunu	SFSD
,	KC
sum	CR
varð	VNAS3
gjørt	VANSN
í	DG
1996	NO
,	KC
skal	VNPS3
dagrøktin	SFSNA
mennast	VE
.	KE

Í	DG
vikuskiftinum	SNSDA
skipaði	VNAS3
Føroya	SFPGP
Ungdómsráð	SNSN
í	DG
samstarvi	SNSD
við	DG
Unga	APWNSA
Tjóðveldið	SNSAA
og	C
Ungmannafelagið	SNSAA
Samband	SNSA
fyri	DG
ráðstevnu	SFSD
um	DG
Framtíð	SFSA
Føroya	SFPGP
.	KE

Fólkatingið	SNSNA
og	C
danska	APWFSN
stjórnin	SFSNA
.	KE

Her	DN
kundu	VNAP1
vit	PP1PN
lagt	VANSN
afturat	DN
,	KC
at	C
onkuntíð	DN
eru	VNPP3
tríggir	NCMPN
læknar	SMPN
á	DG
tingi	SNSD
!	KE

Hann	PPMSN
kom	VNAS3
ikki	DN
nærri	DCN
hesari	PDFSD
staðfesting	SFSD
.	KE

Skeiv	APSNSN
tíðindi	SNPN

Fyri	DN
at	CI
fáa	VI
fíggjarlógirnar	SFPAA
at	CI
síggja	VI
snøggar	APSFPA
út	DN
við	DG
stórum	APSNSD
yvirskoti	SNSD
,	KC
verður	VNPS3
altíð	DN
ov	DN
lítið	APSNSN
sett	VANSN
av	DN
til	DG
ymisku	APWFPA
ætlanirnar	SFPAA
.	KE

-	KO
Tað	PPNSN
er	VNPS3
ongin	PBFSN
loysn	SFSN
at	CI
seta	VI
ein	PBMSA
veðurfrøðing	SMSA
í	DG
Føroyum	SFPDP
.	KE

Ongin	PBFSN
loysn	SFSN

-	KO
Tær	PDFPN
forsagnirnar	SFPNA
eru	VNPP3
sera	DN
neyvar	APSFPN
og	C
akkurátar	APSFPN
.	KE

Men	C
tað	PPNSN
kemur	VNPS3
altíð	DN
fyri	DN
,	KC
at	C
veðurforsagnirnar	SFPNA
ikki	DN
passa	VNPP3
heilt	DN
.	KE

Tað	PPNSN
byrjaði	VNAS3
við	DG
,	KC
at	C
teir	PPMPN
stóðu	VNAP3
og	C
flettu	VNAP3
í	DG
kjallaranum	SMSDA
.	KE

Tað	PPNSN
er	VNPS3
neyðugt	APSNSN
at	CI
finna	VI
eina	PBFSA
vøru	SFSA
,	KC
sum	CR
selur	VNPS3
,	KC
áðrenn	C
tú	PP2SN
fert	VNPS2
í	DG
holt	SMSA
við	DG
framleiðsluna	SFSAA
,	KC
sigur	VNPS3
Magni	SMSNP
Laksáfoss	SMSAP
.	KE

Fyrsti	ASWMSN
barnaskógvurin	SMSNA
er	VNPS3
gjørdur	VAMSN
og	C
farin	VAMSN
í	DG
framleiðslu	SFSA
.	KE

Hugsanin	SFSNA
hjá	DG
okkum	PP1PD
er	VNPS3
avgjørt	VANSN
at	CI
brúka	VI
føroysk	APSFPA
skinn	SFPA
,	KC
tað	PPNSN
var	VNAS3
jú	DN
upprunaliga	DN
tí	DN
,	KC
vit	PP1PN
fóru	VNAP3
undir	DG
hetta	PDNSA
.	KE

Handlar	SMPN
og	C
sølubúðir	SFPN
kunnu	VNPP3
venda	VI
sær	PPNPD
til	DG
Magna	SMSAP
Laksáfoss	SMSAP
á	DG
tlf.	TT
422594	NO
fyri	DN
at	CI
fáa	VI
hendur	SFPA
á	DG
vøruni	SFSDA
.	KE

-	KO
Spurningurin	SMSNA
í	DG
hvussu	DN
stóran	APSMSA
mun	SMSA
vit	PP1PN
vera	VNPP3
við	DN
í	DG
arbeiðinum	SNSDA
er	VNPS3
ein	PBMSN
spurningur	SMSN
um	DG
,	KC
hvussu	DN
nógv	APSNSN
vit	PP1PN
kunnu	VNPP1
semjast	VE
við	DG
myndugleikarnar	SMPAA
um	DG
,	KC
sigur	VNPS3
leiðarin	SMSNA
á	DG
Landsverkfrøðingsstovninum	SMSDA
.	KE

Eiga	VNPP3
at	CI
vera	VI
varin	APSNPN
og	CI
býta	VI
váðan	SMSAA

Meðan	C
vit	PP1PN
hava	VNPP1
hoyrt	VANSN
rættiliga	DN
nógv	DN
til	DG
Atlants	SXSG
Kolvetni	SNSA
,	KC
sum	CR
millum	DG
føroyingar	SMPA
er	VNPS3
vorðið	VANSN
eitt	PBNSA
slag	SNSA
av	DG
fólksins	SNSGA
oljufelag	SNSD
við	DG
meira	DCN
enn	DN
2000	NO
partaeigarum	SMSD
og	C
meira	DCN
enn	DN
46	NO
mill	TS
.	KE

Í	DG
dag	SMSA
hevur	VNPS3
Føroya	SFPGP
Kolvetni	SNSN
3	NO
mill	TS
.	KE

kr.	TT
Tey	PDNPN
flestu	ASWNPN
,	KC
sum	CR
settu	VNAP3
pengar	SMPA
í	DN
,	KC
vórðu	VNAP3
lokalir	PBMPN
bóndur	SMPN
.	KE

Heldur	DCN
hava	VI
ein	PBMSA
møguleika	SMSA
í	DG
10	NO
holum	SNPD
og	C
har	DN
hava	VI
10	NP
%	M
tjans	SMSA
,	KC
enn	DN
100	NP
%	M
tjans	SMSA
í	DG
einum	PBMSD
holi	SMSD
.	KE

Tað	PPNSN
er	VNPS3
eingin	PBFSN
loyna	SFSN
,	KC
at	C
Graham	SMSNP
Stewart	SXP
heldur	VNPS3
,	KC
at	C
skipanin	SFSNA
við	DG
Føroya	SFPGP
Kolvetni	SNSD
er	VNPS3
tað	PDNSN
rætta	APWNSN
modellið	SNSNA
.	KE

Og	C
tað	PPNSN
meina	VNPP3
vit	PP1PN
er	VNPS3
týdningarmikið	APSNSN
.	KE

Tá	DN
spjaðir	VNPS2
tú	PP2SN
váðan	SMSAA
.	KE

Graham	SMSNP
Stewart	SXP
heldur	VNPS3
,	KC
at	C
tað	PPNSN
kann	VNPS3
ikki	DN
verða	VI
sagt	VANSN
ov	DN
oftani	DN
,	KC
at	C
vit	PP1PN
eiga	VNPP1
at	CI
vera	VI
varin	APSNPN
.	KE

Føroya	SFPGP
Kolvetni	SNSN
hevur	VNPS3
sum	C
er	VNPS3
ongar	PBFPA
royndir	SFPA
ella	C
fígging	SFSA
til	DN
at	CI
keypa	VI
beinleiðis	DN
vitan	SFSA
innan	DG
oljuvinnu	SFSA
,	KC
sum	CR
skal	VNPS3
til	DN
fyri	DN
at	CI
koma	VI
víðari	DCN
.	KE

So	DN
hvørt	PBNSA
klokkuni	SFSDA
nærkaðist	VEAS3
midnátt	SFSD
vaks	VNAS3
mannamúgvan	SFSNA
.	KE

Krevur	VNPS3
sín	PPMSA
mann	SMSA

Hann	PPMSN
byrjar	VNPS3
kvæðið	SNSAA
ella	C
vísuna	SFSAA
,	KC
og	C
hann	PPMSN
byrjar	VNPS3
øll	PBNPA
ørindini	SNPAA
.	KE

Fyrr	DCN
í	DG
tíðini	SFSDA
var	VNAS3
vanligt	APSNSN
,	KC
at	C
kvøðið	VANSN
varð	VNAS3
heima	DN
við	DG
hús	SNSA
um	DG
kvøldarnar	SNPAA
,	KC
tá	C
fólk	SNPN
sótu	VNAP3
í	DG
roykstovuni	SFSDA
,	KC
hvør	PBMSN
við	DG
sínum	PPMSD
arbeiði	SNSD
.	KE

Í	DG
dag	SMSA
er	VNPS3
vanligt	APSNSN
,	KC
at	C
farið	VANSN
verður	VNPS3
upp	DN
á	DG
gólv	SNSA
í	DG
skúlunum	SMPDA
,	KC
og	C
munnu	VNPP3
tað	PPNSN
vera	VNPP3
fá	APSNPN
børn	SNPN
,	KC
sum	CR
ikki	DN
taka	VNPP3
lut	SMSA
í	DG
hesum	PDNSD
aldargamla	APSNSD
og	C
fyri	DN
Føroyar	SFPAP
serstaka	DN
siði	SMSD
.	KE

-	KO
Tað	PPNSN
er	VNPS3
burturvið	DN
av	DG
Jenisi	SMSDP
at	CI
krevja	VI
eina	PBFSA
umbering	SFSA
frá	DG
løgmanni	SMSD
.	KE

-	KO
Ein	PBMSN
og	C
hvør	PBMSN
politiskur	APSMSN
leiðari	SMSN
hevur	VNPS3
eina	PBFSA
ábyrgd	SFSA
at	CI
luttaka	VI
,	KC
tá	C
hann	PPMSN
verður	VNPS3
spurdur	VAMSN
,	KC
og	C
hóast	C
eg	PP1SN
ikki	DN
í	DG
løtuni	SFSDA
kann	VNPS3
siga	VI
,	KC
hvørt	C
eg	PP1SN
hevði	VNAS1
sagt	VANSN
ja	DI
ella	C
ikki	DN
,	KC
um	C
eg	PP1SN
var	VNAS1
í	DG
hesi	PDFSD
støðuni	SFSDA
,	KC
er	VNPS3
einki	PBNSN
skeivt	APSNSN
við	DG
at	CI
tosa	VI
um	DG
tolsemi	SNSA
og	C
javnbjóðis	DG
rættindi	SNPA
til	DG
allar	PBMPA
borgarar	SMPA
,	KC
sigur	VNPS3
Kaj	SMSNP
Leo	SMSNP
.	KE

Gerhard	SMSNP
Lognberg	SNSNP
heldur	VNPS3
,	KC
at	C
røðan	SFSNA
hjá	DG
løgmanni	SMSD
og	C
kjakið	SNSNA
sum	C
heild	SFSN
er	VNPS3
misvísandi	AI
.	KE

Óhappið	SNSNA
hendi	VNAS3
á	DG
Høvdaheygavegnum	SMSD
.	KE

Borgarin	SMSNA
skal	VNPS3
bert	DN
seta	VI
tveir	NCMPA
krossar	SMPA
,	KC
heldur	DCN
enn	DN
ein	NCMSA
.	KE

Hesum	PDNSD
stúrir	VNPS3
Heðin	SMSNP
Mortensen	SXP
kortini	DN
ikki	DN
fyri	DN
.	KE

-	KO
Í	DG
hesum	PDNSD
føri	SNSD
var	VNAS3
greiður	APSMSN
meiriluti	SMSN
fyri	DG
,	KC
at	C
Lisbeth	SFSNP
skuldi	VNAS3
halda	VI
fram	DN
,	KC
men	C
kortini	DN
endaði	VNAS3
hon	PPFSN
uttanfyri	DN
.	KE

Nýggj	APSNPN
høli	SNPN
skulu	VNPP3
byggjast	VE
og	C
verða	VI
klár	DN
tann	PDMSA
1.	NO
januar	SMSA
.	KE

Poula	SFSNP
greiðir	VNPS3
frá	DG
,	KC
at	C
alternativið	SNSNA
,	KC
um	C
tey	PPNPN
ikki	DN
náa	VI
at	CI
fáa	VI
tann	PDMSA
nýggja	APWMSA
bygningin	SMSAA
lidnan	APSMSN
til	DG
tíðina	SFSAA
,	KC
eru	VNPP3
smærri	ACSNPN
høli	SNPN
.	KE

Tað	PPNSN
er	VNPS3
jú	DN
við	DG
blandaðum	APSFPD
kenslum	SFPD
,	KC
at	C
ein	PBMSN
setur	VNPS3
ein	PBMSA
handil	SMSA
,	KC
sum	CR
gongur	VNPS3
væl	DN
,	KC
til	DG
sølu	SFSA
,	KC
sigur	VNPS3
hon	PPFSN
.	KE

Kortini	DN
er	VNPS3
hon	PPFSN
nú	DN
so	DN
mikið	DN
liðug	APSFSN
,	KC
at	C
tað	PPNSN
ber	VNPS3
til	DN
hjá	DG
skipum	SNPD
at	CI
leggja	VI
at	DN
,	KC
tí	C
sjálv	PIFSN
atløgubryggjan	SFSNA
er	VNPS3
liðug	APSFSN
.	KE

Framvið	DN
á	DN
vestursíðuni	SFSDA
eru	VNPP3
nakrir	PBMPN
og	C
70	NO
metrar	SMPN
av	DG
atløguplássi	SNSD
afturat	DN
,	KC
har	DN
dýpið	SNSNA
er	VNPS3
ímillum	DG
8	NO
-	KO
10	NO
metrar	SMPA
.	KE

Breiðband	SNSN

Nú	DN
fer	VNPS3
nevniliga	DN
uttan	DG
mun	SMSA
til	DG
tíð	SFSA
og	C
stað	SNSA
at	CI
bera	VI
til	DN
at	CI
brúka	VI
fartelefonina	SFSAA
til	DN
at	CI
fáa	VI
atgongd	SFSA
til	DG
telduskipanir	SFPA
,	KC
sum	CR
tað	PPNSN
vanliga	DN
bert	DN
slepst	VEPS3
framat	DN
á	DG
skrivstovuni	SFSDA
ella	C
heima	DN
.	KE

Eg	PP1SN
hitti	VNAS1
eftir	DG
konsertina	SFSAA
leygarkvøldið	SNSAA
luttakandi	VP
bólkarnar	SMPAA
,	KC
og	C
vit	PP1PN
prátaðu	VNAP1
um	DG
nútíðina	SFSAA
og	C
framtíðina	SFSAA
.	KE

Tá	DN
Gestir	SMPN
í	DG
2003	NO
vunnu	VNAP3
Prix	F
Føroyar	SFPNP
var	VNAS3
bólkurin	SMSNA
rættuliga	DN
nýggjur	APSMSN
.	KE

Spurdir	VAMPN
um	DG
nær	DN
ein	PBFSN
Gestir	SMPN
fløga	SFSN
kemur	VNPS3
,	KC
svaraðu	VNAP3
teir	PPMPN
?	KE

Hetta	PDNSN
verður	VNPS3
ein	PBFSN
annarleiðis	DN
fløga	SFSN
,	KC
men	C
eisini	DN
ein	PBFSN
fløga	SFSN
sum	C
Eivør	SFSNP
altíð	DN
hevur	VNPS3
ynskt	VANSN
at	CI
gera	VI
.	KE

Eitt	PBNSN
starv	SNSN
hann	PPMSN
hevur	VNPS3
røkt	VANSN
í	DG
eitt	PBNSA
ár	SNSA
.	KE

Starvsfólkini	SNPNA
eru	VNPP3
uppsøgd	VANPN
frá	DG
1.	NO
september	SMSD
,	KC
og	C
tey	PPNPN
flestu	ASWNPN
hava	VNPP3
eina	PBFSA
uppsagnartíð	SFSA
á	DG
3	NO
-	KO
6	NO
mánaðir	SMPA
.	KE

Kollafjord	F
Pelagic	F
hevur	VNPS3
nú	DN
fingið	VANSN
veruliga	APSFSA
gongd	SFSA
á	DG
virksemið	SNSAA
,	KC
og	C
mánakvøldið	SNSAA
landaði	VNAS3
Finnur	SMSNP
Fríði	APSMSN
400	NO
tons	SNPA
av	DG
sild	SFSD
.	KE

Sildasesongin	SFSNA
er	VNPS3
um	DN
at	CI
vera	VI
liðug	APSFSN
,	KC
og	C
makrelsesongin	SFSNA
er	VNPS3
frá	DG
september	SMSD
til	DG
mánaðarskiftið	SNSAA
januar	SMSA
/	KO
februar	SMSA
.	KE

-	KO
Vit	PP1PN
hava	VNPP1
havt	VANSN
nakrar	PBMPA
byrjunartrupulleikar	SMPA
.	KE

Birgir	SMSNP
Johannesen	SXP
hjá	DG
Landsverki	SNSD
,	KC
sigur	VNPS3
,	KC
at	C
serliga	DN
vestari	DCN
endi	SMSN
á	DG
loftinum	SNSDA
hevur	VNPS3
verið	VANSN
í	DG
heldur	DCN
vánaligum	APSMSD
standi	SMSD
.	KE

Meðan	C
arbeitt	VANSN
verður	VNPS3
í	DG
Leynatunlinum	SMSDA
,	KC
verður	VNPS3
ferðslan	SFSNA
leidd	VAFSN
við	DG
ferðsluljósum	SNPD
eftir	DG
gamla	APWMSD
vegnum	SMSDA
undir	DG
Leynaklivum	SFPD
.	KE

Marianna	SFSNP
Mørkøre	SXP
og	C
Rannvá	SFSNP
Káradóttir	SFSNP
.	KE

-	KO
Tá	C
tú	PP2SN
kemur	VNPS2
burtur	DN
frá	DG
Føroyum	SFPDP
,	KC
fært	VNPS2
tú	PP2SN
veruliga	DN
ein	PBMSA
skelk	SMSA
av	DG
at	CI
síggja	VI
hvussu	DN
nógv	DN
kemur	VNPS3
undir	DN
at	CI
vera	VI
list	SFSN
í	DG
útheiminum	SMSDA
.	KE

Rannvá	SFSNP
og	C
Marianna	SFSNP
ætla	VNPP3
sær	PPFPD
at	CI
eksperimentera	VI
við	DG
rørðslumyndum	SFPD
,	KC
ljósi	SNSD
,	KC
ljóði	SNSD
,	KC
stødd	SFSD
og	C
tíð	SFSD
.	KE

Har	DN
fara	VNPP3
tær	PPFPN
at	CI
møta	VI
virkandi	VP
listafólki	SNSD
og	CI
fáa	VNPP3
samband	SNSA
við	DG
onnur	PBNPA
fólk	SNPA
,	KC
ið	CR
fáast	VEPP3
við	DG
list	SFSA
.	KE

Tær	PPFPN
sótu	VNAP3
og	C
prátaðu	VNAP3
saman	DN
,	KC
og	C
høvdu	VNAP3
báðar	PBFPN
hug	SMSA
til	DG
at	CI
arbeiða	VI
innan	DG
eksperimenterandi	AI
list	SFSA
,	KC
har	DN
tær	PPFPN
kundu	VNAP3
nýta	VI
vitanina	SFSAA
,	KC
tær	PPFPN
hava	VNPP3
fingið	VANSN
ígjøgnum	DG
útbúgvingina	SFSAA
,	KC
og	C
samstundis	DN
menna	VI
seg	PPNSA
meiri	DCN
.	KE

138	NO
metrar	SMPA
upp	DN
á	DG
eina	PBFSA
viku	SFSA

Møguligt	APSNSN
órógv	SFSN

Vinnufíggindaligt	APSNSN
fíggarlógaruppskot	SNSN

-	KO
Vit	PP1PN
,	KC
sum	CR
eru	VNPP3
ein	PBMSN
partur	SMSN
av	DG
føroysku	APWFSD
vinnuni	SFSDA
,	KC
koma	VNPP3
at	CI
gjalda	VI
dýrt	APSNSN
fyri	DG
hesi	PDNPA
avgjøldini	SNPAA
.	KE

Tað	PPNSN
er	VNPS3
so	DN
sanniliga	DN
heldur	VNPS3
ikki	DN
sunt	APSNSN
.	KE

Nú	DN
ætla	VNPP3
teir	PPMPN
at	CI
fáa	VI
enn	DN
meir	DCN
inntøkur	SFPA
av	DG
vinnuni	SFSDA
,	KC
og	C
avgjaldið	SNSNA
á	DG
føroyska	APWNSA
sodavatnið	SNSAA
fer	VNPS3
sostatt	DN
at	CI
koma	VI
upp	DN
á	DG
2,40	NO
kr	TS
pr.	TT
litur	SMSA
.	KE

Samskipað	VAFSN
sigling	SFSN
í	DG
Norðurhøvum	SFPDP

Harumframt	DN
er	VNPS3
eisini	DN
eitt	PBNSN
avgreiðslufólk	SNSN
í	DG
Klaksvík	SFSDP
,	KC
har	DN
Samskip	SNPN
eina	PBFSA
tíð	SFSA
hevur	VNPS3
havt	VANSN
avgreiðslu	SFSA
,	KC
í	DG
starvi	SNSD
hjá	DG
felagnum	SNSDA
í	DG
Føroyum	SFPDP
.	KE

Joel	SMSNP
undir	DG
Leitinum	SNSDAP
greiðir	VNPS3
frá	DG
,	KC
at	C
umframt	DG
hesar	PDFPA
havnirnar	SFPAA
,	KC
sum	CR
siglt	VANSN
verður	VNPS3
til	DN
í	DG
beinleiðis	DN
sambandi	SNSD
við	DG
Føroyar	SFPAP
,	KC
hevur	VNPS3
Samskip	SNPN
eisini	DN
rutur	SFPA
og	C
sambond	SNPA
nógvastaðni	DN
úti	DN
í	DG
heimi	SMSD
.	KE

Teimum	PPNPD
,	KC
ið	CR
dámar	VNPP3
væl	DN
at	CI
roykja	VI
og	C
sutla	VI
sodavatn	SNSA
,	KC
mugu	VNPP3
komandi	VP
ár	SNSA
longur	DCN
niður	DN
í	DG
lummarnar	SMPAA
fyri	DG
at	CI
fáa	VI
fatur	SNSA
á	DG
hesum	PDFPD
vørum	SFPD
.	KE

Spurdur	VAMSN
,	KC
hví	DN
landsstýrið	SNSNA
ikki	DN
hevði	VNAS3
valt	VANSN
at	CI
leggja	VI
avgjald	SNSA
á	DG
plastikposar	SMPA
fyri	DN
at	CI
verja	VI
umhvørvið	SNSAA
,	KC
svarar	VNPS3
Bárður	SMSNP
Nielsen	SXP
,	KC
at	C
tað	PPNSN
komst	VEAS3
fyrst	DSN
og	C
fremst	DSN
av	DG
tí	PPNSD
,	KC
at	CI
tað	PPNSN
varð	VNAS3
so	DN
ringt	APSNSN
at	CI
skipa	VI
fyrisitingarliga	DN
.	KE

Chaturon	F
Chaisang	F
segði	VNAS3
,	KC
at	C
bardagin	SMSNA
ímóti	DG
fuglakríminum	SNSDA
kann	VNPS3
gerast	VE
drúgvur	APSMSN
.	KE

Eisini	DN
bleiv	VNAS3
avdúkað	VANSN
,	KC
at	C
øll	PBNPA
árini	SNPAA
frá	DG
1975	NO
til	DG
1993	NO
fekk	VNAS3
formaðurin	SMSNA
í	DG
Vinstraflokkinum	SMSDA
øl	SNSA
og	C
brennivín	SNSA
frá	DG
teirri	PDFSD
eysturtýsku	APWFSD
sendistovuni	SFSDA
,	KC
tá	C
hann	PPMSN
skuldi	VNAS3
halda	VI
føðingardag	SMSA
.	KE

Tá	C
dyrnar	SFPNA
til	DG
redaktiónina	SFSAA
í	DG
Klaksvík	SFSDP
fór	VNAS3
upp	DN
týsmorgunin	SMSAA
,	KC
og	C
komu	VNAP3
ikki	DN
færri	DCN
enn	DN
13	NO
børn	SNPN
í	DG
aldrinum	SMSDA
fimm	NC
og	C
seks	NC
ár	SNPA
inn	DN
.	KE

Har	DN
vórðu	VNAP3
tey	PPNPN
so	DN
,	KC
til	C
foreldrini	SNPNA
komu	VNAP3
eftir	DG
teimum	PPNPD
aftaná	DG
arbeiðstíð	SFSA
.	KE

Bót	SFSN
til	DG
Bata	SMSA
er	VNPS3
ein	PBMSN
bólkur	SMSN
av	DG
sjálvbodnum	APSFPD
kvinnum	SFPD
,	KC
sum	CR
eru	VNPP3
skurðviðgjørdar	VAFPN
fyri	DG
bróstkrabbamein	SNSA
.	KE

Eisini	DN
Norðoyggjar	SFPN
eru	VNPP3
væl	DN
við	DN
.	KE

Av	DG
tí	PPNSD
,	KC
at	C
ikki	DN
nóg	DN
væl	DN
er	VNPS3
tilskilað	VANSN
her	DN
,	KC
kann	VNPS3
vera	VI
torført	APSNSN
at	CI
greiða	VI
rætta	APWNSA
úrslitið	SNSAA
av	DG
kanningini	SFSDA
á	DG
hesum	PDNSD
økinum	SNSDA
.	KE

Torstein	SMSNP
Paulason	SMSNP
Brattaberg	SNSNP
slapp	VNAS3
við	DG
skrekkinum	SMSDA
,	KC
tá	C
hann	PPMSN
tann	PDMSA
21.	NO
oktober	SMSA
kom	VNAS3
út	DN
fyri	DG
einum	PBNSD
óhappi	SNSD
,	KC
sum	CR
kundi	VNAS3
volt	VANSN
honum	PPMSD
stóra	APWMSA
skaða	SMSA
.	KE

-	KO
Tað	PPNSN
er	VNPS3
sjálvandi	DN
torført	APSNSN
at	CI
siga	VI
,	KC
júst	DN
hvat	PQNSN
og	C
hvussu	DN
.	KE

Menninir	SMPNA
í	DG
hinum	PDMSD
bilinum	SMSDA
ringdu	VNAP3
so	DN
til	DG
Barbaru	SFSAP
og	C
boðaðu	VNAP3
henni	PPFSD
frá	DG
,	KC
at	C
sonurin	SMSNA
og	C
maðurin	SMSNA
vóru	VNAP3
á	DG
veg	SMSD
á	DG
skaðastovuna	SFSAA
.	KE

Hann	PPMSN
fekk	VNAS3
eisini	DN
nakrar	PBFPA
pentir	SFPA
undir	DG
undirvørrini	SFSDA
,	KC
men	C
tað	PPNSN
var	VNAS3
alt	PBNSN
.	KE

Flokkurin	SMSNA
hevur	VNPS3
verið	VANSN
á	DG
vitjan	SFSD
,	KC
øll	PBNPN
ringdu	VNAP3
fyri	DN
at	CI
spyrja	VI
,	KC
hvussu	DN
tað	PPNSN
stóð	VNAS3
til	DN
,	KC
og	C
sum	C
sagt	VANSN
eru	VNPP3
tað	PPNSN
mong	PBNPN
,	KC
sum	CR
hava	VNPP3
havt	VANSN
á	DG
tungu	SFSD
,	KC
at	C
Torstein	SMSNP
hevur	VNPS3
ein	PBMSA
verndareingil	SMSA
.	KE

Løgtingsmaður	SMSN
